comp_id,title
201265,Manappuram Finance
201266,Genpact India pvt limited
201267,Mercedes Benz India
201366,Osource India Pvt
201404,GKC Projects
201551,KEC International Ltd
201567,Anu Industries
201731,Wipro BPO
201918,Home Credit
201978,Fujiyama Power System
202047,Bhushan Power & Steel
202121,Voices for Change
202194,Al-Shafi Hospital
202268,Meil
202409,Zirca Digital Solution
202428,Alembic Pharmaceuticals
202482,Reliance Jio
202575,Danfoss Industries
202672,bedrocktyres
202786,Bizlog
202811,Aabasoft Technologies
202838,KIC Metaliks
202978,Bakersville
203013,Vishay
203039,Godrej
203080,Power Mech Projects
203111,UNO Minda
203351,STUP Consultants Pvt
203401,Rising Stars Mobile India Private Limited
203420,India YAMAHA Motor Pvt
203558,Ernst Young
203559,Jubilant FoodWorks
203569,Saudi Binladin Group
203651,MNC AUTOMATION
203707,Electrosteel Castings Ltd.
203877,HSBC Bank
204016,Amara Raja Batteries
204783,Federal Mogul Powertrain
205863,Infostretch Solutions
206501,Deepak Fertilisers and Petrochemicals Corporation
207450,Wipro Infotech
207894,Flexsin Technologies
209282,Mytrah Energy
209458,Samsung Electronics
209519,Lindinger Inspection Services
210477,Hgs Hinduja Global Solutions
211892,Faurecia Automotive Seating
212553,6Th Energy Technologies
212586,Nephroplus
213552,ABB Industries
213568,Alstom Transport
213661,Suzlon Infrastructure Services Ltd.
214078,Shrachi Group
214472,Mahindra Aerospace
214589,Mahindra Rural Housing Finance
215674,Deloitte Consulting
216705,GSK Pharmaceuticals
217230,Amb Group
217666,Amazon Web Services
218161,Lapiz Digital Services
218930,Dabur
219331,Lumax Auto Technologies Ltd
219805,Dishnet Wireless Ltd. Aircel
220514,NSE.IT
220758,Sify Technologies
220807,Reckitt Benckiser
221082,TATA MOTORS DEALERSHIP
221237,GE Industrial
221347,Dabur Foods Ltd.
221895,Indian Express
222084,Signor Polymers
222327,Kuliza Technologies
222368,Lionbridge Technologies
222523,Deloitte US India
222888,TresVista Financial Services
223914,Punj Lloyd Group
224008,Macleods Pharmaceuticals
226207,Eternis Fine Chemicals
226380,Robert Bosch Engineering and Business Solutions
226618,Version Systems Pvt. Ltd.
226767,Ahluwalia Contracts
226814,Sl Lumax
226992,Airon Telecom Services
227258,Alepo Technologies
227654,Delphi Automotive
227870,Genesys Telecommunications Laboratories
229758,Searce Logistics Analytics LLP
230193,Shahi Export House
230417,Hotcrete Infrastructure
230426,Rubamin Ltd.
230606,Tcg Digital Solutions
231964,Lulu International Exchange
231989,Nvidia Graphics
233565,Continental Automotive Components
233819,P-Mech Consultant Pvt. Ltd.
234027,Uflex Group
234296,Qx Kpo Services
234676,KPMG Advisory Services
234904,PC Jewellers
235591,KPMG Global Services
236311,Gensofts Info Solutions
237192,J R Laddha Financial Services
237244,Nrc Industries
237857,AMD Industries Ltd.
238236,Axpress Logistics
238550,Ab Inbev
238849,Nidhi Auto Pvt. Ltd.
240656,Chola Insurance
240841,Megafine pharma
241376,Tech Mahindra BSG
241620,Bhabha Atomic Research Centre
241684,Aricent Technologies
242238,Merce Technologies
242753,McCoy Architectural Systems Pvt. Ltd.
243171,Sandvik Asia
243380,Sun Pharmaceutical Industries
243461,Atc Tower Ofindia
244374,Hetero Labs
245570,Deloitte Haskin & Sells
245799,Metric Stream Infotech
245874,Fratelli Wines
247179,Interocean Group
247883,Nokia Solutions and Networks
248899,Oberoi Group of Hotels & Resorts
249206,Berggruen Car Rentals
250004,Ceat Tyres
252619,Jai Industries
253874,SKF Technologies
254032,Tafe Tractors Farm Equipment
254375,Mercer Consulting
255176,B Braun
256385,Shyam Sel & Power Ltd.
256534,AllGo Embedded Systems
256889,Sansui Electronics
257718,The Bank of New York Mellon
257867,Satyam
258400,PGCIL
258660,Cerner Healthcare Solutions
259523,Voltas A Tata Enterprise
260988,Sankei Giken
262972,Sis Security
264652,Eaton Corporation
265381,Bhavik Terryfab
265598,QualityKiosk Technologies
265805,AppShark Software
265829,MetricStream
267054,WS Atkins
267694,Voltech Engineers
269915,Kamani Oil Industries
279570,Mylan Laboratories Ltd
279606,Bestseller Retail India Pvt. Ltd
279620,Asahi India Glass Ltd
279764,Celebi Delhi Cargo Terminal Management India Pvt. 
279989,Shriram Pistons & Rings Ltd
280056,Fujikura Automotive
280133,Cholamandalam MS General Insurance
280149,IBM India Pvt Ltd
280154,Sarda Mines
280183,Salezshark
280387,Global Desi
280586,Berger Paints India Ltd
281022,zeus worldcast
281208,uhg
281600,hectranet training
281601,m's hectranet
281641,knct lab
281741,m/s shyam sel & power ltd
281874,healthcare at home
281885,wayfair
281999,ruloans distribution services
282128,unayur marketing
282131,onlygroup healthcare
283142,Maahi Milk Producer Company
283313,ACN health care
283414,PEPSICO INDIA HOLDINGS PRIVATE LIMITED
283426,IndiaMART InterMESH LTD
283502,Srei equipment finance ltd
283508,EID Parry (India) Ltd
283544,SkillMetrix Knowledge Services LLP
283616,Amul Dairy
283765,Drubus Technologies Pvt. Ltd
283829,Mando Automotive India Ltd
283852,Phronesis partners
283866,Videocon industries limited
283915,Intech Pharma pvt ltd 
283924,Selectsys India pvt ltd
283956,Annik Technology services pvt ltd 
283976,Suzuki motorcycle India Pvt ltd
284070,Hindalco Industries Limited 
284312,Knorr bremse india pvt ltd
284396,Technoworkz Technologies
284456,Rivigo Services Private Limited
284486,ABB INDIA LIMITED
284605,mom and me
284638,Instakart services Pvt ltd
284737,RISHAB APPAREL PVT LTD
284984,LiquidHub India Pvt Ltd
285042,PropTiger
285060,Tupperware India Private Limited
285107,Lodha group
285124,Standard Chartered Global Business Services
285129,Intex Technologies India Ltd
285213,INDIA INFOLINE FIANANCE LIMITED
285236,Cairn India Limited
285253,Indiacast Media Distribution
285286,info edge india Ltd 
285305,BDL
285334,xalta food and beverages
285447,Al Bawani Co. Ltd.
285474,Siemens Gamesa
285527,Forays
285581,JMC Projects India Ltd
285854,Novo nordisk India pvt ltd
285856,Indovision services pvt ltd
286218,Ufoods India pvt ltd
286465,FIS global 
286466,Amazon Transportation Services Pvt Ltd
286512,Sitel India Private Limited
286659,Pharmarack technologies Pvt ltd
286781,Tolexo online pvt Ltd 
286787,Bharat Petroleum Corporation Ltd
286989,Delta corporation
287055,Accenture Services Private Limited
287311,kanodia global pvt ltd
287491,Suzuki motor Gujarat pvt Ltd 
287535,shell india markets pvt ltd
287745,MAILAM UPKING ENGINEERING
287940,QuintilesIMS
288118,ICICI Bank I process 
288122,Google India pvt Ltd
288143,wheels india ltd
288178,ujjivan small finance bank
288297,lava cast
288298,exl services
288345,Hexaware
288586,pwc sdc
288712,ernst and young
288793,ambuja cement ltd techport
288816,l and t finance
288863,hospira pfizer
288889,solartis technology pvt ltd
288902,flsmidth  india pvt ltd
289049,sify technology limited
289270,lifestyle international pvt.ltd
289380,teleperfomance india
289832,"ernst and young llp, gurgaon"
290364,"greenply industries ltd, optus laminates industry"
290397,Ernst & Young Services Pvt. Ltd
290525,Highradius Technologies
290707,The webplant
290780,molex india ltd
290867,syntel international pvt ltd
290891,bajaj electricals
290924,dhl supply chain india pvt ltd
290947,eclerx services ltd
290992,general electric
291046,varroc polymers pvt ltd
291088,mahindra and mahindra financial services ltd
291089,cargill india pvt. ltd
291126,lea associates south asia pvt ltd
291137,shineroad foods india pvt. ltd
291177,accenture strategy
291411,fluor daniel india pvt. ltd
291428,dev software & services pvt. ltd
291445,ykk india pvt. ltd
291598,balrampur chini mills limited
291617,mailam india ltd
291841,concentrix daksh services india pvt ltd
292045,csc india pvt. ltd
292062,jtekt sona automotive india limited
292154,yashashvi rasayan
292172,eastman auto & power ltd
292196,chandan steel ltd
292263,laxcon steels ltd
292387,gates unitta india company pvt. ltd
292430,setco automotive ltd
292686,multi mantech international pvt. ltd
292816,truetzschler india pvt. ltd
292939,luxottica india eyewear pvt. ltd
293036,inductotherm india pvt. ltd
293062,toyota tsusho india pvt. ltd
293137,oracle india pvt. ltd
293173,idemitsu lube india pvt.  ltd
293213,sgs tekniks manufacturing pvt. ltd
293370,honda motorcycle and scooter india pvt.lit narasap
293521,aditya birla health insurance co ltd
293710,"FREIGHT SYSTEMS INDIA PVT LTD.,"
293784,infosys bpo ltd
293916,Kotak Mahindra Bank Ltd..
293980,arvind limited
294038,cholamandalam ms gic ltd
294114,oracle financial software services
294185,capgemini technology services india pvt ltd
294186,capegemini
294193,bajaj electrical ltd
294507,Capgemini India pvt Ltd
294541,CUMMINS INDIA LTD.
294552,intex technologies(i) ltd
294632,knowledge podium system pvt. ltd
294666,Lumax Mannoh Allied Technologies Ltd
294726,extramarks education india pvt ltd
294750,MBA Consulting India PVT Ltd
294858,titan engineering and automation limited
295328,Vihaan Networks Ltd.
295647,macawber beekay pvt. ltd. greater noida group of b
295754,Sterlite Power Transmission Limited
295928,gold seal and saargummi india p ltd
296014,nexus telecom pvt ltd. t
296200,kansai nerolac paints ltd
296302,BATA INDIA PRIVATE LIMITED
296321,Titan Industries
296340,ricoh india limited
296522,Larsen & Toubro
296525,Thirumeni finance pvt Ltd 
296578,indiacast media distribution pvt. ltd
296617,Dr Reddy's
296684,TwinVaves Technologies Pvt Ltd
296755,fujikura automotive india pvt.ltd chakan
296806,hush puppies ( bata india ltd
297059,flsmidth pvt. ltd
297116,fujiyama power systems sister concern ups inverter
297123,karvy data management
297882,mynd solution pvt. ltd
298454,FedEx Express
298507,TUBACEX
298630,Oracle Financial Services Software
299086,DAR Engineering
300141,Societe Generale
300529,agrigenome labs private limited
300622,hindware -hindustan sanitaryware industries ltd
300992,Bigclozet
301045,Wingify Software Pvt. Ltd. 
301081,Colgate Palmolive
301861,PRG BUILDCON
301894,T Sun INDIA Led Pvt.Ltd
302255,jtekt sona automotive india ltd
302899,Intel Corporation
302983,tgi friday mumbai
303772,Rheomold Engineering Solutions
303793,Systopic Labs Pvt Ltd
304430,kanodia International (P) Ltd.
304904,rheomold engg solution lpp.pune
305742,Cars24 Services Pvt Ltd
306800,Kamani Foods Pvt Ltd
307090,Vidyagyan School
307523,Sarovar Portico
307616,RELIANCE SMSL
307641,SAIL Rourkela
308360,vidyagyan school snf
308572,cg power and industrial solutions limited  formall
308864,freshworks
309047,Gold24 Jewellery
309666,63 Moons Technologies
309734,saurer textile solution india pvt
310987,aster dm health care
311423,Hakuna matata
311502,Yodlee Infotech
311556,C DOT
313042,honeywell uop
314596,Ameex Technologies
314767,Dhl infrabulls international pvt ltd
314876,"g b n school,  sector 21-d, faridabad,  haryana"
315852,PRILOR TECHNOLOGIES
316062,Sabre Travel Technologies
316085,suzuki motors
316465,mahindra integrated business solutions pvt ltd
316938,Factspan Analytics
316953,gtkonnect
318815,Atria Group
318984,Proptiger realty pvt ltd
320062,we united llc qatar
320087,VPS healthcare
321268,associated soapstone distributing pvt. ltd (golcha
321320,EWAC Alloys Ltd
323237,The karur vysya bank ltd
324059,Geodata Eng
324727,Schlumberger India Technology Centre
325311,Megafine Pharma(P) Ltd
325529,ford india motar company
327579,cognizant technologies solutions
328755,Sriveda Sattva
329325,Jaquar and Company Pvt Ltd
330281,credit suisse india services pvt ltd
330820,john charcol
330924,Nokia Networks
333227,Hdfc
334717,Mercedes-Benz
335760,pladis global -united biscuits pvt ltd (mcvities)
336060,hunar foundation
336350,icarda
337012,Innovassynth Technologies (I) Ltd
338892,Alphaserve Technologies
339954,Sbi Back Office
340929,gea process engineering ii
344090,Wells Fargo India Solutions
